RiskScore,CreditScore,AnnualIncome,income_band,LoanAmount,loan_amount_band,LoanDuration,loan_duration_band,DebtToIncomeRatio,TotalDebtToIncomeRatio,payment_to_income_ratio,risk_band,LoanApproved,pred_approval_prob,prob_band,high_conf_under_approved,high_conf_over_approved,exception_type
69.0,488,121765,100k+,54177,50k+,48,37-60m,0.6430243157946582,0.2284101679867413,0.17529145571309948,Medium,0,5.588697486975328e-06,low_conf_reject,0,0,none
40.0,542,82034,60k-100k,17655,5k-20k,36,13-36m,0.2156360167324759,0.1622737144074063,0.09571594567736763,Medium,1,0.9996376843763959,low_conf_approve,0,0,none
52.0,611,68561,60k-100k,17165,5k-20k,72,60m+,0.099688929828651,0.127259325666121,0.07597652640706722,Medium,0,0.0009335108060432399,low_conf_reject,0,0,none
62.0,583,69469,60k-100k,20153,20k-50k,72,60m+,0.4470620406820628,0.1692245188133387,0.09235569962780268,Medium,0,2.002226266896997e-06,low_conf_reject,0,0,none
33.6,639,114719,100k+,15745,5k-20k,96,60m+,0.1797936411153593,0.0765281217566177,0.038138665781583106,Low,1,0.9999983334039917,low_conf_approve,0,0,none
54.0,569,45448,30k-60k,21018,20k-50k,48,37-60m,0.0913146489009815,0.2331125216724921,0.17396800486207153,Medium,0,2.6768289088399156e-05,low_conf_reject,0,0,none
52.0,544,49761,30k-60k,32275,20k-50k,84,60m+,0.2156480204620365,0.3099449888155701,0.21951272258297824,Medium,0,2.76766029133787e-06,low_conf_reject,0,0,none
44.0,636,17610,<30k,9033,5k-20k,48,37-60m,0.1665828261315319,0.4810687812663048,0.181920570022693,Medium,0,0.02513986638413465,low_conf_reject,0,0,none
61.0,497,47017,30k-60k,11272,5k-20k,36,13-36m,0.3906986001795878,0.1649343064035032,0.11261280566972601,Medium,0,1.2640667476954802e-06,low_conf_reject,0,0,none
53.0,384,20989,<30k,25099,20k-50k,36,13-36m,0.15831103946193,1.030674610045846,0.6121696788914307,Medium,0,3.535550745315751e-08,low_conf_reject,0,0,none
46.0,621,39233,30k-60k,18743,5k-20k,36,13-36m,0.0688528682944156,0.3324052377706663,0.21740001257758887,Medium,0,0.0014677632166109518,low_conf_reject,0,0,none
56.0,514,59021,30k-60k,18322,5k-20k,48,37-60m,0.2255456857244742,0.1704717189725821,0.1194390356903605,Medium,0,4.887556049102867e-06,low_conf_reject,0,0,none
58.0,504,21246,<30k,22444,20k-50k,36,13-36m,0.0738243719736499,0.7381655797467006,0.5009444557704225,Medium,0,3.372304803902486e-09,low_conf_reject,0,0,none
56.0,612,65351,60k-100k,28144,20k-50k,60,37-60m,0.4165886228794097,0.2073850087405047,0.1568884593380472,Medium,0,3.4706169026618673e-06,low_conf_reject,0,0,none
57.0,567,85906,60k-100k,40245,20k-50k,24,13-36m,0.2059636639832056,0.3524236024711047,0.2973867016725575,Medium,0,1.9705066726662885e-06,low_conf_reject,0,0,none
55.0,557,26862,<30k,10944,5k-20k,120,60m+,0.396999529376361,0.3399952687374539,0.1336070623492477,Medium,0,3.893266538478291e-06,low_conf_reject,0,0,none
40.8,609,55013,30k-60k,5397,5k-20k,48,37-60m,0.23671389966935,0.0811950667556827,0.03516958187029189,Medium,1,0.998592286064759,low_conf_approve,0,0,none
60.0,564,20589,<30k,15924,5k-20k,36,13-36m,0.6124859266506085,0.5588238064676486,0.3390948249726755,Medium,0,4.042125911252467e-07,low_conf_reject,0,0,none
48.0,674,34559,30k-60k,13498,5k-20k,60,37-60m,0.2862846011958512,0.294637624400046,0.11372961201542847,Medium,0,0.002106857291632788,low_conf_reject,0,0,none
59.0,564,53836,30k-60k,18997,5k-20k,36,13-36m,0.430469873476908,0.2564831060934731,0.1561784772205999,Medium,0,1.624213775583761e-06,low_conf_reject,0,0,none
52.0,610,62606,60k-100k,9122,5k-20k,60,37-60m,0.1347044167624154,0.2951229961215889,0.04901239969313145,Medium,0,1.9734700868970805e-05,low_conf_reject,0,0,none
59.0,444,16057,<30k,8502,5k-20k,120,60m+,0.2252182694596786,0.5199164886060085,0.21575008143156754,Medium,0,1.61860900498125e-07,low_conf_reject,0,0,none
39.2,614,141760,100k+,28655,20k-50k,48,37-60m,0.3482258172770188,0.1018906442361028,0.07327890608711868,Low,1,0.9999732509724129,low_conf_approve,0,0,none
46.0,529,32626,30k-60k,9996,5k-20k,96,60m+,0.1649373465528596,0.30125559169268,0.10668684284207014,Medium,0,0.017112676472883764,low_conf_reject,0,0,none
48.0,632,64029,60k-100k,27940,20k-50k,24,13-36m,0.1438243751736439,0.3558100844444237,0.2574171687343541,Medium,0,0.0002931008243408261,low_conf_reject,0,0,none
57.0,619,34621,30k-60k,27346,20k-50k,60,37-60m,0.5467380685606136,0.3807065050527137,0.2739504899173913,Medium,0,5.885714355310569e-07,low_conf_reject,0,0,none
49.0,671,52514,30k-60k,30967,20k-50k,24,13-36m,0.2374613928210666,0.488291269292789,0.34318710659331836,Medium,0,2.41060279857971e-05,low_conf_reject,0,0,none
40.0,604,126940,100k+,11702,5k-20k,60,37-60m,0.529791822798566,0.1423276350847161,0.030873404739671272,Medium,1,0.9999981044201646,low_conf_approve,0,0,none
40.0,586,128649,100k+,37949,20k-50k,60,37-60m,0.2471949901905422,0.1109068610928005,0.09924722907078704,Medium,1,0.9968636552614667,low_conf_approve,0,0,none
64.0,566,17473,<30k,39299,20k-50k,108,60m+,0.4097776558971601,0.7984893586584899,0.6755568341921702,Medium,0,5.928763547477116e-13,low_conf_reject,0,0,none
55.0,598,32579,30k-60k,77429,50k+,36,13-36m,0.4271711892975462,1.3611992365170762,1.1615614330240278,Medium,0,2.103319895227442e-13,low_conf_reject,0,0,none
33.6,658,300000,100k+,31869,20k-50k,120,60m+,0.1806873412135768,0.0497773894568278,0.0344973894568278,Low,1,0.9999994277109767,low_conf_approve,0,0,none
49.0,549,34682,30k-60k,37252,20k-50k,48,37-60m,0.0587220929203947,0.5775540288250506,0.4166636534141745,Medium,0,3.5701781475828937e-07,low_conf_reject,0,0,none
48.8,590,92260,60k-100k,10802,5k-20k,120,60m+,0.5432147889918078,0.0752669929242757,0.032865085271988684,Medium,1,0.9927104685805846,low_conf_approve,0,0,none
38.400000000000006,576,108592,100k+,32148,20k-50k,108,60m+,0.1293021121266672,0.1629038650243657,0.0938380038191204,Low,1,0.9899244157468956,low_conf_approve,0,0,none
38.400000000000006,628,81996,60k-100k,11421,5k-20k,12,<=12m,0.0473637646157599,0.2147580235653409,0.15095003293165082,Low,1,0.9991797051162747,low_conf_approve,0,0,none
57.0,569,15000,<30k,9049,5k-20k,36,13-36m,0.436189565979879,0.8275016600051426,0.2587016600051424,Medium,0,2.072252907469448e-07,low_conf_reject,0,0,none
47.0,582,80908,60k-100k,37000,20k-50k,24,13-36m,0.080232097532262,0.3222404823301621,0.2878310296184397,Medium,0,0.0005457409299063717,low_conf_reject,0,0,none
48.0,500,120125,100k+,43717,20k-50k,48,37-60m,0.0589001072999083,0.18292563693747,0.1592502987480844,Medium,0,0.0013834347842036675,low_conf_reject,0,0,none
58.0,439,51310,30k-60k,28468,20k-50k,72,60m+,0.2448313023762209,0.3583140891887269,0.1946033115625333,Medium,0,3.8004108727117932e-06,low_conf_reject,0,0,none
60.0,543,26516,<30k,16647,5k-20k,24,13-36m,0.4504153687188217,0.6591677338755164,0.3889912366662844,Medium,0,2.0471100586286766e-08,low_conf_reject,0,0,none
59.0,595,31276,30k-60k,62137,50k+,60,37-60m,0.6845294728368664,0.7844570296895587,0.6908389199568552,Medium,0,2.473355275197965e-10,low_conf_reject,0,0,none
48.0,602,35895,30k-60k,11304,5k-20k,48,37-60m,0.0965877444388031,0.2234787590501414,0.12218331400208442,Medium,0,0.00099688311494938,low_conf_reject,0,0,none
55.0,550,71094,60k-100k,17209,5k-20k,36,13-36m,0.2328001666750779,0.1828214473855852,0.11631794498031903,Medium,0,3.398293922199637e-05,low_conf_reject,0,0,none
41.6,501,258223,100k+,47531,20k-50k,72,60m+,0.5052192149010616,0.0771744158091528,0.06876308141988453,Medium,1,0.9999938572666927,low_conf_approve,0,0,none
55.0,564,52049,30k-60k,21869,20k-50k,72,60m+,0.5557615582306585,0.2222121196600783,0.15004934996229347,Medium,0,0.0002752653677120052,low_conf_reject,0,0,none
42.400000000000006,582,71483,60k-100k,21124,20k-50k,36,13-36m,0.3764820537845792,0.1661110031163286,0.12733255229585388,Medium,1,0.997881826258222,low_conf_approve,0,0,none
55.0,645,25532,<30k,21746,20k-50k,96,60m+,0.468749187932769,0.4346492646923343,0.24147990859018773,Medium,0,4.7675232616655807e-07,low_conf_reject,0,0,none
55.0,516,20149,<30k,33034,20k-50k,60,37-60m,0.3637633838786636,0.7369508870922244,0.613669334657861,Medium,0,1.057651125540283e-08,low_conf_reject,0,0,none
52.0,602,39627,30k-60k,16721,5k-20k,48,37-60m,0.3077617223299329,0.2761616440345798,0.14988410599233581,Medium,0,0.00012902997563120458,low_conf_reject,0,0,none
51.0,579,52913,30k-60k,22856,20k-50k,60,37-60m,0.243873049112455,0.2576376297866742,0.14356358371104067,Medium,0,9.759524952300167e-05,low_conf_reject,0,0,none
51.0,488,36760,30k-60k,36551,20k-50k,36,13-36m,0.2679300599459567,0.542753390799274,0.4640809207231045,Medium,0,1.131280161892187e-05,low_conf_reject,0,0,none
50.0,623,46051,30k-60k,30185,20k-50k,72,60m+,0.3745818607464992,0.3648202583033912,0.1964851515738957,Medium,0,0.00014570873858494354,low_conf_reject,0,0,none
57.0,616,38643,30k-60k,15247,5k-20k,120,60m+,0.3895501371102958,0.2156290395876763,0.11066824461834175,Medium,0,1.2391866241166412e-05,low_conf_reject,0,0,none
42.0,621,49797,30k-60k,56560,50k+,84,60m+,0.0992502075570484,0.4530761061707773,0.3851202052128875,Medium,0,0.0002860048761778727,low_conf_reject,0,0,none
55.0,483,29214,<30k,17622,5k-20k,60,37-60m,0.2144216490408537,0.3787725168446857,0.23254125785926763,Medium,0,1.3369136406353192e-06,low_conf_reject,0,0,none
54.0,656,23717,<30k,14561,5k-20k,24,13-36m,0.3565147248635363,0.5200247270606105,0.35760958180615166,Medium,0,2.2419758605597765e-06,low_conf_reject,0,0,none
51.0,655,25536,<30k,19190,5k-20k,72,60m+,0.1696408032996573,0.3503327180126616,0.22533271801266164,Medium,0,1.996675820010752e-06,low_conf_reject,0,0,none
63.0,583,101743,100k+,54428,50k+,108,60m+,0.5376996722870557,0.3027502080978957,0.2026155550996554,Medium,0,2.526792827069907e-08,low_conf_reject,0,0,none
56.0,633,32422,30k-60k,6692,5k-20k,36,13-36m,0.2235146608508458,0.1597966836569756,0.09169477754384271,Medium,0,2.46926858531831e-06,low_conf_reject,0,0,none
51.0,640,49189,30k-60k,49833,20k-50k,60,37-60m,0.3289388328763811,0.4536738160901211,0.36218994774557317,Medium,0,6.095260301085721e-07,low_conf_reject,0,0,none
41.6,559,105225,100k+,32378,20k-50k,36,13-36m,0.5416944159851247,0.2542491308959984,0.1431728657498834,Medium,1,0.9999321531886588,low_conf_approve,0,0,none
65.0,586,32266,30k-60k,4777,<5k,24,13-36m,0.292839974113097,0.4851474565124352,0.09129634388614147,Medium,0,2.4738123989666368e-06,low_conf_reject,0,0,none
57.0,526,81763,60k-100k,27389,20k-50k,60,37-60m,0.2584038361867072,0.1763355634348706,0.1268755387293192,Medium,0,7.855746113830913e-07,low_conf_reject,0,0,none
40.8,493,28739,<30k,13958,5k-20k,36,13-36m,0.3524961293411373,0.4100889465259025,0.21718035541278083,Medium,1,0.9992484128741573,low_conf_approve,0,0,none
32.800000000000004,621,116128,100k+,22903,20k-50k,96,60m+,0.0636603855922589,0.0892078508253996,0.054280873696714006,Low,1,0.9999901483255139,low_conf_approve,0,0,none
49.0,468,58084,30k-60k,29956,20k-50k,36,13-36m,0.3253671285864917,0.3259032658512243,0.26908899686148613,Medium,0,0.023428520740382944,low_conf_reject,0,0,none
49.6,602,58684,30k-60k,14625,5k-20k,24,13-36m,0.4947353863354049,0.1753517750119138,0.15142702550608597,Medium,1,0.9999392443331894,low_conf_approve,0,0,none
61.0,486,49855,30k-60k,18998,5k-20k,48,37-60m,0.7625491487692065,0.2560347257392372,0.15879272393400207,Medium,0,8.885040053246897e-05,low_conf_reject,0,0,none
47.0,629,76837,60k-100k,44372,20k-50k,96,60m+,0.3309468838847164,0.2389567813408513,0.19101113015717638,Medium,0,0.0013305032076264317,low_conf_reject,0,0,none
55.0,411,51605,30k-60k,25643,20k-50k,96,60m+,0.450897747012249,0.2410275825210708,0.1733597208797569,Medium,0,0.00017219526609882439,low_conf_reject,0,0,none
55.0,550,15000,<30k,29870,20k-50k,72,60m+,0.0996889490114799,1.060164509464817,0.6633645094648168,Medium,0,3.0003252385334786e-12,low_conf_reject,0,0,none
52.0,525,26654,<30k,18204,5k-20k,36,13-36m,0.2869996008837853,0.5805665388764004,0.32664592658556224,Medium,0,3.247781551487349e-05,low_conf_reject,0,0,none
37.6,627,77761,60k-100k,20114,20k-50k,12,<=12m,0.0253161606858142,0.3325718146855927,0.2879736227899122,Low,1,0.992414442795099,low_conf_approve,0,0,none
54.0,543,29456,<30k,19456,5k-20k,24,13-36m,0.2406129189007562,0.5206566561734228,0.41799505921524854,Medium,0,1.2893663168393848e-06,low_conf_reject,0,0,none
55.0,547,38343,30k-60k,30619,20k-50k,48,37-60m,0.2278844394678448,0.3769813325230782,0.3121976692729414,Medium,0,9.81174430178085e-08,low_conf_reject,0,0,none
47.0,607,41954,30k-60k,11777,5k-20k,36,13-36m,0.169122082725443,0.1965008966216067,0.12299181524676761,Medium,0,0.03318362979367818,low_conf_reject,0,0,none
54.400000000000006,493,135798,100k+,11986,5k-20k,48,37-60m,0.6272700724277875,0.0512536478981826,0.037821933145388065,Medium,1,0.9999824787377489,low_conf_approve,0,0,none
49.0,599,64736,60k-100k,33107,20k-50k,48,37-60m,0.0705339617377064,0.2976739322479279,0.19108717989993018,Medium,0,1.73544639085102e-05,low_conf_reject,0,0,none
49.0,490,61108,60k-100k,20405,20k-50k,48,37-60m,0.1613290333211008,0.2064546880966566,0.14695347712591628,Medium,0,0.005598126158631319,low_conf_reject,0,0,none
51.0,597,23009,<30k,49960,20k-50k,24,13-36m,0.2465775645138124,1.9625385048022808,1.376333106914496,Medium,0,4.156992673841606e-14,low_conf_reject,0,0,none
59.0,548,28033,<30k,37978,20k-50k,36,13-36m,0.7067324233796727,0.6892595258787664,0.6156320154446346,Medium,0,8.289497864071415e-08,low_conf_reject,0,0,none
54.0,509,103451,100k+,34269,20k-50k,72,60m+,0.2705754726436344,0.1645124052058216,0.12054956289400277,Medium,0,4.390011546088017e-05,low_conf_reject,0,0,none
54.0,563,65339,60k-100k,23423,20k-50k,60,37-60m,0.3241525671621874,0.1822073365536897,0.1247225265627196,Medium,0,4.362258434190604e-05,low_conf_reject,0,0,none
54.0,558,21036,<30k,30747,20k-50k,12,<=12m,0.0892740663474003,1.922460426919469,1.650355463998762,Medium,0,5.481633447570208e-16,low_conf_reject,0,0,none
47.2,585,112460,100k+,8539,5k-20k,36,13-36m,0.2529291651759682,0.0674231019388728,0.03381115102299161,Medium,1,0.9980981493229102,low_conf_approve,0,0,none
54.0,472,21184,<30k,12957,5k-20k,60,37-60m,0.2812904534120634,0.6273574281518737,0.21100546440564993,Medium,0,3.9621613161884545e-06,low_conf_reject,0,0,none
50.0,603,68804,60k-100k,28024,20k-50k,36,13-36m,0.2377228653916062,0.2205928551686759,0.1879784722839608,Medium,0,0.0007167727435482756,low_conf_reject,0,0,none
40.8,464,192947,100k+,36204,20k-50k,36,13-36m,0.4402332412925677,0.1369838717494283,0.09114745034873266,Medium,1,0.9999982845187653,low_conf_approve,0,0,none
59.0,571,28123,<30k,12235,5k-20k,72,60m+,0.6368326277764951,0.4581471621108151,0.1483651331665346,Medium,0,3.8519831396486626e-06,low_conf_reject,0,0,none
56.0,631,50791,30k-60k,25444,20k-50k,60,37-60m,0.4967313593450064,0.2494050445733121,0.1600978838558622,Medium,0,5.708174630709084e-06,low_conf_reject,0,0,none
51.0,635,33985,30k-60k,42283,20k-50k,72,60m+,0.1558044014120592,0.5959685206683037,0.38057937839965755,Medium,0,1.0697181609196925e-08,low_conf_reject,0,0,none
53.0,568,56963,30k-60k,38379,20k-50k,36,13-36m,0.121428741778319,0.4178827243137523,0.3119192041339859,Medium,0,1.373873873680811e-07,low_conf_reject,0,0,none
44.0,544,127279,100k+,21870,20k-50k,60,37-60m,0.4726358836391066,0.0737901042024155,0.06323062463390859,Medium,1,0.9995677258022836,low_conf_approve,0,0,none
53.0,510,36285,30k-60k,18338,5k-20k,24,13-36m,0.1874305440340221,0.4038576077730772,0.3182023783394269,Medium,0,1.2032281409665542e-05,low_conf_reject,0,0,none
54.0,581,36859,30k-60k,15004,5k-20k,48,37-60m,0.3715535881591726,0.4350234326818419,0.1592698853799618,Medium,0,1.7137429785501806e-05,low_conf_reject,0,0,none
50.0,582,84495,60k-100k,43546,20k-50k,12,<=12m,0.1624511126259258,0.6659548850392193,0.5763401149344789,Medium,0,1.1484814016881354e-06,low_conf_reject,0,0,none
45.0,654,32634,30k-60k,16123,5k-20k,60,37-60m,0.1115938097531735,0.3023810046182331,0.16007543374123367,Medium,0,0.0027536378444362867,low_conf_reject,0,0,none
57.0,594,52257,30k-60k,9865,5k-20k,72,60m+,0.4041065533572753,0.1346144611235644,0.058146236770846085,Medium,0,1.2433221354169778e-05,low_conf_reject,0,0,none
37.6,584,30768,30k-60k,10871,5k-20k,12,<=12m,0.1840368417665147,0.4332408611495094,0.3876090358764984,Low,1,0.9991555331220463,low_conf_approve,0,0,none
49.0,522,50478,30k-60k,31000,20k-50k,36,13-36m,0.103666849499472,0.4694989445214768,0.2933429953951242,Medium,0,3.797865310864183e-05,low_conf_reject,0,0,none
54.0,576,25125,<30k,18783,5k-20k,84,60m+,0.2041788523094437,0.6323353165200614,0.21872337622155416,Medium,0,3.687854747869863e-08,low_conf_reject,0,0,none
52.0,498,19797,<30k,38575,20k-50k,96,60m+,0.1855029280568182,0.9938610446941818,0.7483693035212791,Medium,0,2.545609541271997e-10,low_conf_reject,0,0,none
52.0,471,15000,<30k,11062,5k-20k,48,37-60m,0.445316710561685,0.4068625090139429,0.3164625090139432,Medium,0,0.0037957427122221055,low_conf_reject,0,0,none
47.0,621,49631,30k-60k,33627,20k-50k,36,13-36m,0.1619819972729353,0.4233968198761944,0.31169244156425296,Medium,0,0.0001656512639894637,low_conf_reject,0,0,none
66.0,645,67543,60k-100k,15357,5k-20k,48,37-60m,0.4596467028089746,0.2234949515046022,0.07923129723991164,Medium,0,4.431880607438238e-06,low_conf_reject,0,0,none
51.0,551,65055,60k-100k,22156,20k-50k,84,60m+,0.1757533984987247,0.1676277818504101,0.1145035023945651,Medium,0,9.010634765657495e-05,low_conf_reject,0,0,none
55.0,588,20664,<30k,44231,20k-50k,48,37-60m,0.3207736827139281,1.3249530827679796,0.8656034892720441,Medium,0,1.762524425913574e-12,low_conf_reject,0,0,none
54.0,518,52483,30k-60k,28834,20k-50k,72,60m+,0.464462056530716,0.5998668833396011,0.19173472626016602,Medium,0,1.0236967513158474e-05,low_conf_reject,0,0,none
52.0,513,67974,60k-100k,22872,20k-50k,48,37-60m,0.1691708621848589,0.1771177229191619,0.14410510044586336,Medium,0,0.0001345499385364399,low_conf_reject,0,0,none
38.400000000000006,646,79287,60k-100k,36529,20k-50k,36,13-36m,0.2182856661214276,0.2514820625621295,0.2006288331550388,Low,1,0.9949120108180707,low_conf_approve,0,0,none
41.6,569,59025,30k-60k,14968,5k-20k,24,13-36m,0.6936031927793662,0.2110017349508914,0.1575328658276385,Medium,1,0.9999982598679891,low_conf_approve,0,0,none
52.0,610,15000,<30k,13414,5k-20k,36,13-36m,0.1493766424179552,0.7653750474169787,0.3869750474169784,Medium,0,1.1574207708611971e-07,low_conf_reject,0,0,none
50.0,626,54265,30k-60k,10596,5k-20k,36,13-36m,0.2553066206593373,0.1959819496511856,0.08607685428584885,Medium,0,0.005427545083839212,low_conf_reject,0,0,none
58.0,539,39322,30k-60k,14070,5k-20k,36,13-36m,0.2102342989430945,0.2619919078169545,0.1591487157107546,Medium,0,1.4376218399050188e-05,low_conf_reject,0,0,none
41.6,586,65222,60k-100k,18698,5k-20k,96,60m+,0.1853203242106745,0.220496689700929,0.0806665710293152,Medium,1,0.7762869086073138,uncertain,0,0,none
55.0,504,112542,100k+,44391,20k-50k,60,37-60m,0.2194805697230616,0.1732369480213657,0.1476465017879597,Medium,0,2.960014652598645e-06,low_conf_reject,0,0,none
59.0,522,38448,30k-60k,12014,5k-20k,60,37-60m,0.6089676111149959,0.2262294592692343,0.12229687499957147,Medium,0,4.7259447736725404e-05,low_conf_reject,0,0,none
62.0,575,33605,30k-60k,21523,20k-50k,24,13-36m,0.3815025471499567,0.6055606800949195,0.4045191684151085,Medium,0,1.21253518333859e-08,low_conf_reject,0,0,none
66.0,537,56991,30k-60k,22676,20k-50k,60,37-60m,0.3375749651295004,0.2045238482248391,0.149357242971378,Medium,0,5.631160245301661e-07,low_conf_reject,0,0,none
61.0,571,48012,30k-60k,32053,20k-50k,12,<=12m,0.3487837341065256,0.8611204242853658,0.7571464177869908,Medium,0,6.826539977449649e-12,low_conf_reject,0,0,none
55.0,592,53944,30k-60k,27539,20k-50k,60,37-60m,0.4396247368386725,0.2623838004593912,0.16828621778105807,Medium,0,1.1102553472910005e-05,low_conf_reject,0,0,none
49.0,420,57137,30k-60k,24968,20k-50k,96,60m+,0.244765888828792,0.3115487615447351,0.17755502718696345,Medium,0,0.0033334810315561814,low_conf_reject,0,0,none
49.0,510,48203,30k-60k,19044,5k-20k,36,13-36m,0.1772657542492962,0.2986129436838601,0.2005277622636167,Medium,0,0.0039813224015202596,low_conf_reject,0,0,none
52.0,487,94253,60k-100k,38524,20k-50k,60,37-60m,0.3178932917291395,0.2038985513850375,0.15704593130928415,Medium,0,0.0005770945319616237,low_conf_reject,0,0,none
67.0,599,34835,30k-60k,20871,20k-50k,84,60m+,0.1152399850607103,0.3203363565073174,0.19770107589873417,Medium,0,1.1103443792507665e-10,low_conf_reject,0,0,none
54.0,528,19382,<30k,23587,20k-50k,24,13-36m,0.3536268419556619,0.9832563800006926,0.7504630666171396,Medium,0,2.3075242850693424e-08,low_conf_reject,0,0,none
52.0,537,20133,<30k,39764,20k-50k,48,37-60m,0.0435943789514174,1.1164969536868206,0.7916571384580897,Medium,0,1.4675774703589455e-11,low_conf_reject,0,0,none
51.0,533,15000,<30k,21339,20k-50k,60,37-60m,0.2670344108909387,0.9321721947778584,0.4977721947778584,Medium,0,1.9701177606821985e-07,low_conf_reject,0,0,none
35.2,650,148435,100k+,12003,5k-20k,36,13-36m,0.1601582658633371,0.0564256062379738,0.033870278990356995,Low,1,0.9999995643050295,low_conf_approve,0,0,none
40.0,525,92817,60k-100k,22198,20k-50k,72,60m+,0.0522057477569372,0.1690268206292167,0.08072403126950892,Medium,1,0.9995270471594534,low_conf_approve,0,0,none
49.0,599,69675,60k-100k,20326,20k-50k,72,60m+,0.1646887957123929,0.1916102652754676,0.09516247194931049,Medium,0,0.0006214906741016015,low_conf_reject,0,0,none
48.0,643,47768,30k-60k,22216,20k-50k,48,37-60m,0.0903986765024184,0.2339312636048424,0.16987164210090663,Medium,0,0.00010599580606322759,low_conf_reject,0,0,none
40.8,612,92337,60k-100k,25543,20k-50k,84,60m+,0.2877453653678677,0.1377929271085456,0.0815207935109628,Medium,1,0.9998166262580297,low_conf_approve,0,0,none
48.0,492,79332,60k-100k,11496,5k-20k,48,37-60m,0.6252092402107762,0.1116877372079391,0.05708177744390955,Medium,1,0.9999849430996156,low_conf_approve,0,0,none
51.0,587,20826,<30k,22655,20k-50k,84,60m+,0.1410098780692641,0.6597005621347212,0.33184115562362954,Medium,0,7.550573146890957e-08,low_conf_reject,0,0,none
50.0,593,23247,<30k,22678,20k-50k,24,13-36m,0.180664065722961,0.7624761008192217,0.610714583204047,Medium,0,5.356715901934957e-07,low_conf_reject,0,0,none
46.0,624,66298,60k-100k,35551,20k-50k,36,13-36m,0.3266205696778609,0.3550810154059814,0.24774746084928234,Medium,0,0.030924743613496036,low_conf_reject,0,0,none
58.0,548,30735,30k-60k,23915,20k-50k,48,37-60m,0.1486754463204728,0.5797521082500764,0.3056671887771627,Medium,0,1.707683069420529e-08,low_conf_reject,0,0,none
54.0,642,34401,30k-60k,33274,20k-50k,84,60m+,0.3816972245613503,0.4248770294069209,0.3191824275058132,Medium,0,1.0807156900507698e-07,low_conf_reject,0,0,none
54.0,552,73658,60k-100k,24239,20k-50k,48,37-60m,0.0410997963410447,0.2710162153505014,0.13433045141447278,Medium,0,3.1224830697759424e-07,low_conf_reject,0,0,none
53.0,540,20776,<30k,25992,20k-50k,48,37-60m,0.158081166676346,0.6829810551439603,0.46118667701535043,Medium,0,2.2593558797661907e-08,low_conf_reject,0,0,none
39.2,494,159265,100k+,34889,20k-50k,48,37-60m,0.2228571497508104,0.1109253049171371,0.08583504654272942,Low,1,0.9999658658095562,low_conf_approve,0,0,none
45.6,571,153132,100k+,22955,20k-50k,36,13-36m,0.3878221784772105,0.1094088002850086,0.06717073116816832,Medium,1,0.9950993277609363,low_conf_approve,0,0,none
50.0,513,32812,30k-60k,26612,20k-50k,72,60m+,0.0566992492255102,0.4471205279397052,0.3161928185650862,Medium,0,1.259939733903229e-06,low_conf_reject,0,0,none
45.6,572,132162,100k+,11961,5k-20k,24,13-36m,0.3778687681087689,0.1033032028254667,0.056270016281679575,Medium,1,0.9984918458173372,low_conf_approve,0,0,none
38.400000000000006,639,58672,30k-60k,16385,5k-20k,60,37-60m,0.0980954507712972,0.1630578358616876,0.09290512247199585,Low,1,0.9914547217846946,low_conf_approve,0,0,none
65.0,559,25631,<30k,16226,5k-20k,60,37-60m,0.5457050367400966,0.3185800863215573,0.20949343344028093,Medium,0,1.3286526405478026e-09,low_conf_reject,0,0,none
40.0,649,238412,100k+,7115,5k-20k,12,<=12m,0.0236316938463386,0.0474785636408274,0.03247931863638134,Medium,1,0.9999989780690338,low_conf_approve,0,0,none
69.0,586,58830,30k-60k,22925,20k-50k,60,37-60m,0.6220056254113766,0.1979572228880068,0.1410474829593991,Medium,0,4.111672247953839e-09,low_conf_reject,0,0,none
55.0,584,25768,<30k,37025,20k-50k,36,13-36m,0.3310055020726547,0.8432795844502806,0.7082283581230535,Medium,0,1.204980459853615e-09,low_conf_reject,0,0,none
44.0,581,64959,60k-100k,17022,5k-20k,36,13-36m,0.3417302060985281,0.1697890529334309,0.11695572729726042,Medium,1,0.9842787548563738,low_conf_approve,0,0,none
48.0,558,88070,60k-100k,16599,5k-20k,96,60m+,0.1837868892954641,0.1446294870341281,0.060968762610374296,Medium,0,0.010891895663331666,low_conf_reject,0,0,none
53.0,605,59605,30k-60k,15639,5k-20k,96,60m+,0.4773841893741556,0.1358619298023874,0.0863358833297761,Medium,0,0.0009540647044084809,low_conf_reject,0,0,none
54.0,563,58128,30k-60k,28367,20k-50k,48,37-60m,0.4378114124655654,0.2761383498914756,0.20264536888404378,Medium,0,7.391241623471678e-05,low_conf_reject,0,0,none
52.0,508,30592,30k-60k,27677,20k-50k,60,37-60m,0.1072853107904833,0.4891977825610886,0.321310753272386,Medium,0,2.5156265251263863e-07,low_conf_reject,0,0,none
55.0,473,53965,30k-60k,17829,5k-20k,24,13-36m,0.4389923255212173,0.3203847249310848,0.22187643251933648,Medium,0,0.000968877383089144,low_conf_reject,0,0,none
48.0,614,23578,<30k,13621,5k-20k,12,<=12m,0.3929099927770697,0.754902537868653,0.6266473847598235,Medium,0,0.001045924418465261,low_conf_reject,0,0,none
